HP3Item,Supported,Supported WF,Related,Related WF,Unrelated,Unrelated WF,TypeOfSupported
82,Azkaban,"defaultdict(<class 'list'>, {2: [(12, 3), (14, 2), (15, 3), (18, 1)], 3: [(3, 8), (4, 10), (5, 3), (6, 1), (10, 3), (11, 6), (17, 1), (18, 1), (19, 12), (22, 1)], 4: [(2, 1), (9, 2), (11, 1), (14, 1), (15, 1), (19, 4), (27, 7), (30, 6), (31, 1), (33, 3), (35, 9), (36, 4)], 5: [(1, 1), (2, 3), (3, 1), (5, 2), (6, 3), (8, 3), (10, 2), (14, 5), (18, 1), (23, 1), (25, 12), (26, 2), (27, 2), (31, 1), (35, 1), (38, 2)], 6: [(1, 4), (2, 4), (3, 1), (5, 1), (6, 1), (7, 1), (10, 4), (16, 1), (17, 3), (21, 1), (23, 2), (27, 1)], 7: [(2, 1), (5, 1), (7, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (22, 2), (28, 2), (29, 1), (33, 2), (35, 1), (36, 1)]})",dementors,"defaultdict(<class 'list'>, {3: [(5, 7), (6, 5), (7, 1), (8, 5), (9, 6), (10, 15), (11, 6), (12, 11), (13, 6), (14, 2), (17, 1), (19, 7), (20, 5), (21, 18), (22, 5)], 4: [(2, 2), (14, 2), (15, 2), (20, 1), (27, 7), (30, 14), (31, 1), (33, 1), (35, 2), (36, 5)], 5: [(1, 5), (2, 20), (3, 2), (4, 5), (5, 1), (8, 27), (9, 1), (10, 1), (15, 1), (16, 2), (20, 3), (23, 1), (24, 2), (25, 3), (26, 2), (27, 1), (29, 1), (32, 3), (37, 1), (38, 5)], 6: [(1, 3), (2, 1), (4, 2), (6, 1), (9, 1), (19, 1), (21, 3)], 7: [(3, 3), (4, 1), (11, 1), (13, 14), (15, 7), (16, 1), (22, 2), (28, 9), (29, 1), (32, 4), (33, 3), (34, 2), (36, 1)]})",diadem,"defaultdict(<class 'list'>, {7: [(25, 1), (29, 7), (30, 5), (31, 30), (32, 1)]})",ProperName
83,tail,"defaultdict(<class 'list'>, {1: [(1, 1), (2, 2), (4, 1), (5, 2), (6, 2), (10, 1), (14, 2), (15, 2), (16, 1)], 2: [(8, 1), (11, 1), (12, 2), (13, 1), (15, 1), (17, 6)], 3: [(1, 1), (2, 2), (4, 1), (7, 1), (8, 2), (9, 1), (11, 2), (13, 3), (14, 1), (15, 3), (16, 1), (17, 3), (19, 1), (20, 1)], 4: [(1, 1), (4, 1), (5, 1), (8, 2), (13, 1), (15, 1), (18, 3), (19, 1), (20, 3), (25, 1), (26, 2), (27, 2), (30, 1), (31, 1), (36, 1), (37, 1)], 5: [(2, 1), (3, 1), (10, 3), (15, 1), (21, 2), (22, 2), (25, 1), (27, 3), (28, 1), (36, 1)], 6: [(7, 1), (17, 1), (18, 1), (19, 2), (21, 1), (22, 1), (30, 1)], 7: [(4, 1), (5, 1), (7, 1), (11, 1), (17, 3), (26, 1)]})",umbrella,"defaultdict(<class 'list'>, {1: [(4, 5), (5, 4), (14, 1)], 2: [(6, 1), (7, 2)], 3: [(9, 2), (10, 1)], 5: [(4, 2), (6, 1), (23, 1), (25, 1), (30, 1)], 6: [(6, 1), (28, 2)], 7: [(4, 1), (9, 1), (32, 1)]})",Glory,"defaultdict(<class 'list'>, {1: [(2, 1), (8, 1)], 2: [(4, 1)], 3: [(10, 1), (13, 1)], 4: [(11, 1), (12, 2), (18, 2), (31, 1)], 6: [(7, 1), (15, 1), (17, 1), (27, 1), (29, 1)], 7: [(11, 1), (18, 2), (35, 1)]})",CommonNoun
84,Creatures,"defaultdict(<class 'list'>, {1: [(15, 1), (16, 1)], 2: [(6, 1), (8, 1), (10, 1), (12, 1), (14, 2), (15, 2)], 3: [(4, 3), (5, 1), (6, 7), (8, 3), (10, 1), (11, 5), (12, 1), (14, 2), (15, 1), (16, 5), (21, 1)], 4: [(2, 1), (6, 1), (8, 2), (9, 2), (13, 2), (14, 3), (15, 3), (18, 1), (19, 1), (21, 4), (22, 2), (24, 13), (25, 1), (26, 2), (28, 5), (30, 2), (31, 2), (33, 1), (36, 1)], 5: [(5, 1), (6, 3), (7, 1), (9, 1), (10, 4), (11, 2), (13, 6), (15, 3), (16, 2), (18, 1), (20, 1), (21, 3), (25, 1), (27, 2), (30, 3), (31, 3), (33, 2), (34, 1), (36, 3), (37, 1)], 6: [(1, 5), (5, 1), (8, 1), (9, 2), (11, 1), (19, 1), (22, 2), (26, 2)], 7: [(11, 1), (12, 1), (13, 1), (19, 1), (20, 1), (25, 1), (26, 1), (30, 1), (31, 1), (32, 2), (36, 1)]})",Hippogriffs,"defaultdict(<class 'list'>, {3: [(6, 11), (14, 2), (22, 1)], 5: [(13, 1), (20, 1), (23, 2)]})",scar,"defaultdict(<class 'list'>, {1: [(1, 1), (2, 2), (5, 2), (6, 3), (7, 1), (8, 1), (15, 2), (16, 2), (17, 3)], 2: [(1, 6), (4, 2), (6, 3), (17, 2), (18, 1)], 3: [(1, 3), (3, 3), (8, 1), (13, 1)], 4: [(2, 16), (3, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 1), (10, 4), (14, 1), (15, 3), (16, 1), (17, 1), (18, 2), (19, 1), (29, 5), (30, 5), (31, 4), (32, 4), (33, 3), (35, 3), (36, 3), (37, 1)], 5: [(1, 2), (3, 3), (4, 2), (6, 2), (9, 4), (10, 1), (13, 4), (14, 2), (15, 1), (16, 1), (18, 6), (21, 1), (22, 2), (23, 1), (24, 9), (25, 4), (26, 5), (27, 1), (28, 3), (31, 1), (32, 1), (33, 4), (34, 2), (35, 3), (36, 4), (37, 7)], 6: [(4, 3), (7, 1), (17, 1)], 7: [(4, 3), (5, 8), (7, 3), (8, 1), (9, 5), (12, 3), (14, 3), (15, 2), (16, 1), (17, 4), (20, 2), (22, 3), (23, 17), (24, 18), (27, 2), (29, 7), (30, 6), (32, 3), (35, 1), (36, 2)]})",CommonNoun/ProperName
85,troll,"defaultdict(<class 'list'>, {1: [(7, 1), (10, 23), (11, 3), (15, 1), (16, 1), (17, 2)], 4: [(7, 2), (12, 1)], 5: [(10, 1), (15, 1), (18, 1), (21, 1), (30, 1), (31, 2), (33, 1)], 6: [(5, 1), (18, 1), (19, 1), (24, 1)], 7: [(10, 1), (19, 1), (31, 1)]})",Hermione,"defaultdict(<class 'list'>, {1: [(6, 8), (7, 5), (8, 7), (9, 18), (10, 26), (11, 21), (12, 10), (13, 30), (14, 32), (15, 26), (16, 61), (17, 14)], 2: [(1, 4), (2, 2), (4, 14), (5, 6), (6, 26), (7, 20), (8, 21), (9, 45), (10, 28), (11, 35), (12, 32), (13, 18), (14, 20), (15, 4), (16, 7), (18, 8)], 3: [(1, 6), (2, 1), (3, 2), (4, 22), (5, 57), (6, 46), (7, 19), (8, 39), (9, 30), (10, 25), (11, 48), (12, 27), (13, 9), (14, 12), (15, 43), (16, 45), (17, 41), (18, 12), (19, 17), (20, 13), (21, 87), (22, 34)], 4: [(2, 3), (3, 1), (5, 17), (6, 7), (7, 17), (8, 13), (9, 53), (10, 14), (11, 21), (12, 29), (13, 25), (14, 32), (15, 29), (16, 44), (17, 4), (18, 31), (19, 35), (20, 25), (21, 45), (22, 25), (23, 47), (24, 49), (25, 2), (26, 43), (27, 48), (28, 55), (29, 34), (31, 33), (36, 9), (37, 36)], 5: [(1, 7), (2, 1), (3, 2), (4, 43), (5, 9), (6, 14), (9, 34), (10, 37), (11, 25), (12, 64), (13, 53), (14, 50), (15, 53), (16, 69), (17, 44), (18, 43), (19, 26), (20, 45), (21, 45), (23, 27), (24, 26), (25, 59), (26, 41), (27, 11), (28, 22), (29, 28), (30, 86), (31, 50), (32, 63), (33, 46), (34, 29), (35, 32), (36, 1), (37, 3), (38, 32)], 6: [(4, 2), (5, 53), (6, 44), (7, 19), (8, 20), (9, 40), (10, 7), (11, 57), (12, 55), (13, 2), (14, 48), (15, 48), (16, 5), (17, 17), (18, 26), (19, 15), (20, 13), (21, 56), (22, 37), (24, 34), (25, 21), (26, 1), (27, 1), (29, 12), (30, 25)], 7: [(2, 2), (4, 12), (5, 18), (6, 59), (7, 64), (8, 18), (9, 56), (10, 33), (11, 44), (12, 70), (13, 28), (14, 49), (15, 56), (16, 39), (17, 50), (18, 13), (19, 50), (20, 37), (21, 50), (22, 53), (23, 34), (24, 31), (25, 23), (26, 76), (27, 15), (28, 20), (29, 16), (30, 1), (31, 39), (32, 34), (33, 7), (34, 6), (35, 1), (36, 13)]})",sweater,"defaultdict(<class 'list'>, {1: [(2, 1), (12, 8), (17, 1)], 2: [(4, 1), (5, 1), (12, 2)], 3: [(11, 2)], 4: [(6, 2), (21, 1), (23, 3), (26, 2)], 6: [(16, 1)], 7: [(16, 1), (17, 1), (19, 3), (26, 1)]})",CommonNoun
86,remembrall,"defaultdict(<class 'list'>, {1: [(9, 7), (10, 1)], 5: [(10, 1)]})",broomstick,"defaultdict(<class 'list'>, {1: [(6, 1), (9, 10), (10, 9), (11, 3), (12, 1), (13, 2), (16, 1)], 2: [(1, 2), (3, 1), (4, 1), (5, 1), (7, 3), (9, 2), (14, 2)], 3: [(1, 2), (2, 1), (3, 2), (6, 2), (9, 1), (10, 5), (11, 3), (12, 3), (13, 1)], 4: [(2, 2), (4, 1), (8, 4), (9, 2), (10, 2), (15, 1), (24, 1), (26, 1)], 5: [(1, 1), (3, 3), (9, 1), (13, 1), (20, 2), (26, 1), (28, 2), (29, 1), (33, 2)], 6: [(9, 1), (14, 1)], 7: [(4, 10), (10, 3), (13, 1), (17, 1), (31, 2), (33, 1), (36, 1)]})",dog,"defaultdict(<class 'list'>, {1: [(1, 1), (3, 1), (5, 2), (9, 4), (10, 3), (11, 4), (12, 1), (13, 1), (14, 1), (15, 1), (16, 2), (17, 1)], 2: [(1, 1), (13, 1), (14, 1), (15, 1)], 3: [(2, 2), (3, 1), (4, 2), (6, 5), (8, 1), (9, 3), (15, 3), (17, 12), (19, 7), (20, 3), (21, 2)], 4: [(1, 1), (19, 2), (20, 3), (23, 1), (27, 4), (35, 2), (36, 7)], 5: [(10, 9), (12, 1), (14, 1), (16, 1), (20, 2), (24, 1), (28, 1), (31, 1), (37, 1)], 6: [(5, 1), (9, 1), (28, 2)], 7: [(26, 1), (31, 1)]})",HPWorldNoun
87,Gringotts,"defaultdict(<class 'list'>, {1: [(5, 12), (6, 3), (7, 1), (8, 6), (9, 1), (10, 1), (13, 1), (14, 1), (16, 1), (17, 1)], 2: [(4, 8), (13, 1)], 3: [(1, 1), (3, 2), (4, 2), (22, 1)], 4: [(5, 1), (10, 2)], 5: [(4, 1), (10, 2), (29, 1)], 6: [(3, 1), (4, 1), (5, 1)], 7: [(15, 4), (16, 1), (23, 2), (24, 9), (25, 4), (26, 9), (27, 3), (29, 2), (31, 1)]})",Galleons,"defaultdict(<class 'list'>, {1: [(5, 4)], 2: [(4, 1), (12, 1), (15, 1)], 3: [(1, 1), (4, 2), (11, 1), (13, 3)], 4: [(6, 1), (7, 4), (9, 1), (12, 3), (16, 1), (17, 2), (21, 1), (28, 1), (36, 1), (37, 2)], 5: [(4, 1), (7, 1), (9, 2), (12, 2), (16, 1), (17, 2), (19, 3), (24, 1), (26, 1), (28, 1), (30, 1), (31, 1), (32, 1)], 6: [(5, 2), (6, 6), (11, 1), (13, 2), (17, 1), (20, 2), (22, 2), (25, 1)], 7: [(2, 1), (23, 2), (26, 1), (29, 1)]})",Lockhart,"defaultdict(<class 'list'>, {2: [(3, 2), (4, 21), (5, 1), (6, 30), (7, 21), (9, 11), (10, 16), (11, 26), (13, 9), (14, 2), (15, 5), (16, 35), (17, 7), (18, 10)], 4: [(15, 1), (20, 1)], 5: [(13, 1), (23, 5)], 6: [(19, 1)]})",ProperName
88,Portkey,"defaultdict(<class 'list'>, {4: [(6, 4), (9, 1), (15, 1), (32, 1), (33, 1), (34, 2), (35, 4), (36, 1)], 5: [(3, 1), (7, 1), (20, 1), (22, 4), (36, 2)], 7: [(4, 2), (5, 5), (6, 1), (18, 1), (19, 1)]})",George,"defaultdict(<class 'list'>, {1: [(6, 9), (8, 1), (9, 4), (11, 3), (12, 6), (13, 4), (15, 1), (17, 1)], 2: [(3, 28), (4, 14), (5, 6), (7, 9), (8, 4), (10, 13), (11, 1), (12, 5), (13, 1), (14, 1), (15, 2), (16, 2), (18, 2)], 3: [(1, 1), (4, 6), (5, 3), (6, 6), (8, 4), (9, 3), (10, 18), (11, 2), (13, 7), (14, 2), (15, 5), (16, 1), (17, 1), (22, 1)], 4: [(2, 1), (4, 12), (5, 11), (6, 7), (7, 6), (8, 1), (9, 7), (10, 6), (11, 6), (12, 9), (13, 6), (14, 7), (15, 8), (16, 11), (17, 3), (19, 2), (21, 5), (22, 5), (23, 7), (24, 2), (25, 1), (26, 3), (28, 1), (29, 7), (31, 1), (37, 17)], 5: [(4, 15), (5, 13), (6, 27), (9, 30), (10, 3), (11, 1), (12, 18), (13, 15), (14, 11), (15, 9), (16, 5), (17, 9), (18, 8), (19, 18), (21, 3), (22, 18), (23, 7), (24, 6), (25, 1), (26, 9), (28, 13), (29, 18), (30, 8), (31, 1), (32, 1), (33, 1), (38, 2)], 6: [(5, 4), (6, 13), (7, 1), (11, 1), (12, 1), (15, 1), (16, 16), (17, 4), (19, 7), (30, 1)], 7: [(4, 10), (5, 20), (6, 1), (7, 4), (8, 13), (14, 1), (15, 1), (20, 1), (22, 1), (25, 2), (29, 3), (30, 6), (31, 1), (33, 4), (36, 1)]})",Knockturn,"defaultdict(<class 'list'>, {2: [(4, 6), (14, 1)], 6: [(6, 3), (7, 1), (17, 1)]})",ProperName
89,basilisk,"defaultdict(<class 'list'>, {2: [(16, 14), (17, 13), (18, 2)], 4: [(17, 1)], 5: [(9, 1), (15, 1), (16, 1), (32, 1)], 7: [(6, 5), (15, 1), (22, 1), (31, 3)]})",diary,"defaultdict(<class 'list'>, {2: [(5, 1), (13, 28), (14, 3), (17, 17), (18, 17)], 4: [(30, 1)], 5: [(12, 2), (13, 3), (15, 3), (23, 2)], 6: [(9, 1), (17, 1), (23, 16)], 7: [(6, 6), (14, 1), (19, 1), (24, 1), (27, 2), (34, 1)]})",Shunpike,"defaultdict(<class 'list'>, {3: [(3, 2)], 4: [(9, 1)], 5: [(24, 1)], 6: [(11, 4), (16, 3), (30, 1)], 7: [(4, 1), (5, 3), (19, 1), (23, 2)]})",HPWorldNoun
90,Snape,"defaultdict(<class 'list'>, {1: [(7, 5), (8, 17), (9, 1), (10, 5), (11, 25), (12, 11), (13, 33), (14, 6), (15, 6), (16, 20), (17, 15)], 2: [(1, 1), (5, 19), (7, 2), (9, 13), (11, 33), (13, 6), (14, 2), (15, 5), (16, 4)], 3: [(1, 1), (5, 5), (7, 34), (8, 13), (9, 23), (10, 3), (11, 5), (12, 2), (14, 43), (15, 1), (16, 2), (18, 11), (19, 22), (20, 6), (21, 22), (22, 14)], 4: [(12, 3), (13, 2), (14, 5), (15, 2), (17, 8), (18, 20), (20, 1), (22, 2), (23, 7), (25, 41), (26, 13), (27, 51), (28, 11), (29, 1), (30, 7), (31, 2), (35, 11), (36, 15), (37, 5)], 5: [(4, 4), (6, 2), (12, 19), (13, 3), (15, 5), (16, 1), (17, 19), (19, 3), (24, 87), (25, 8), (26, 27), (27, 1), (28, 59), (29, 24), (30, 1), (31, 5), (32, 20), (37, 20), (38, 11)], 6: [(2, 59), (4, 3), (8, 25), (9, 27), (10, 1), (11, 5), (12, 4), (13, 2), (15, 22), (16, 14), (17, 7), (18, 5), (19, 12), (21, 17), (24, 29), (25, 22), (26, 1), (27, 9), (28, 34), (29, 30), (30, 12)], 7: [(1, 22), (2, 1), (5, 1), (6, 2), (9, 9), (10, 2), (11, 2), (12, 12), (14, 2), (15, 12), (16, 4), (22, 1), (23, 1), (24, 4), (27, 3), (28, 1), (29, 3), (30, 16), (31, 2), (32, 23), (33, 120), (34, 1), (35, 1), (36, 9)]})",tower,"defaultdict(<class 'list'>, {1: [(7, 1), (9, 3), (10, 1), (12, 1), (13, 1), (14, 4), (15, 2)], 2: [(1, 1), (5, 3), (8, 2), (11, 2), (12, 1), (13, 2), (14, 3), (15, 1), (16, 1)], 3: [(5, 1), (6, 6), (8, 4), (9, 2), (10, 1), (11, 1), (12, 5), (13, 2), (14, 5), (15, 3), (16, 4), (19, 1), (21, 5)], 4: [(12, 2), (13, 1), (14, 1), (15, 3), (18, 3), (21, 1), (22, 1), (23, 4), (25, 2), (28, 3), (29, 2), (31, 1), (37, 1)], 5: [(11, 1), (12, 1), (13, 4), (14, 1), (17, 1), (18, 2), (21, 1), (25, 2), (26, 1), (27, 2), (28, 4), (29, 3), (31, 4)], 6: [(8, 1), (11, 1), (14, 1), (17, 1), (18, 1), (19, 2), (21, 1), (23, 1), (24, 1), (25, 1), (27, 5), (28, 4), (29, 6), (30, 2)], 7: [(11, 1), (12, 2), (14, 1), (15, 1), (20, 1), (23, 4), (24, 1), (29, 1), (30, 2), (31, 7), (33, 1), (36, 2)]})",nargles,"defaultdict(<class 'list'>, {5: [(21, 4)], 7: [(22, 1)]})",ProperName
91,Nagini,"defaultdict(<class 'list'>, {4: [(1, 5), (29, 1), (33, 3)], 6: [(23, 2)], 7: [(1, 1), (9, 1), (17, 1), (19, 2), (27, 2), (30, 1), (32, 4), (33, 1), (34, 3), (36, 2)]})",sword,"defaultdict(<class 'list'>, {1: [(4, 1)], 2: [(3, 1), (17, 7), (18, 6)], 3: [(6, 4)], 4: [(22, 1), (30, 2)], 5: [(1, 1), (12, 1), (16, 1), (37, 1)], 6: [(4, 1), (23, 1), (24, 1), (29, 1)], 7: [(6, 1), (7, 12), (12, 1), (15, 18), (16, 8), (17, 3), (18, 1), (19, 37), (20, 3), (22, 1), (23, 15), (24, 5), (25, 17), (26, 14), (27, 3), (31, 1), (33, 6), (36, 1)]})",Polyjuice,"defaultdict(<class 'list'>, {2: [(9, 2), (10, 2), (11, 2), (12, 6)], 4: [(25, 2), (27, 1), (35, 7)], 5: [(31, 1)], 6: [(3, 1), (9, 1), (21, 3), (24, 1)], 7: [(4, 1), (5, 1), (6, 1), (8, 1), (9, 1), (12, 4), (14, 1), (16, 2), (25, 1), (33, 1)]})",ProperName
92,egg,"defaultdict(<class 'list'>, {1: [(2, 1), (14, 6), (16, 2), (17, 1)], 2: [(1, 1), (6, 1), (15, 1), (16, 1)], 3: [(2, 1)], 4: [(11, 1), (17, 1), (20, 9), (21, 3), (22, 2), (23, 7), (24, 14), (25, 31), (26, 2), (28, 2), (31, 2)], 5: [(2, 1), (3, 1), (16, 1), (18, 1), (25, 1), (29, 4), (34, 2), (35, 1)], 6: [(9, 1), (11, 1), (18, 2), (22, 1)], 7: [(5, 1), (8, 1), (14, 1)]})",Krum,"defaultdict(<class 'list'>, {4: [(5, 1), (7, 6), (8, 20), (9, 5), (11, 2), (12, 1), (15, 1), (16, 14), (17, 4), (18, 8), (19, 3), (20, 17), (21, 2), (22, 1), (23, 14), (24, 2), (26, 15), (27, 3), (28, 36), (29, 6), (31, 16), (35, 3), (37, 10)], 5: [(21, 2)], 6: [(14, 3), (15, 3)], 7: [(8, 26), (12, 2), (16, 3)]})",beetle,"defaultdict(<class 'list'>, {1: [(4, 1), (5, 1)], 2: [(4, 1), (6, 4)], 3: [(6, 1)], 4: [(18, 1), (23, 3), (24, 1), (26, 2), (28, 1), (37, 7)], 5: [(13, 1), (25, 1)], 6: [(11, 1)], 7: [(2, 1)]})",CommonNoun
93,phoenix,"defaultdict(<class 'list'>, {1: [(5, 4)], 2: [(12, 1), (13, 1), (17, 5), (18, 1)], 4: [(18, 2), (30, 1), (34, 3), (36, 6)], 5: [(3, 1), (4, 4), (5, 6), (7, 1), (8, 1), (9, 3), (21, 1), (22, 4), (23, 2), (27, 1), (32, 1), (37, 2)], 6: [(2, 2), (3, 2), (4, 1), (8, 1), (10, 1), (17, 1), (25, 1), (27, 2), (29, 5), (30, 2)], 7: [(1, 1), (2, 1), (6, 1), (8, 2), (13, 1), (15, 1), (17, 2), (18, 1), (20, 2), (22, 2), (23, 2), (24, 2), (28, 3), (29, 1), (30, 2), (31, 2), (33, 2), (34, 1), (36, 4)]})",tears,"defaultdict(<class 'list'>, {1: [(3, 1), (5, 1), (10, 1), (14, 1), (17, 3)], 2: [(1, 1), (2, 3), (8, 2), (9, 1), (10, 1), (12, 1), (16, 1), (17, 5), (18, 1)], 3: [(2, 1), (6, 2), (7, 1), (8, 1), (9, 1), (11, 5), (12, 1), (13, 1), (15, 2), (16, 4), (19, 1)], 4: [(3, 1), (9, 2), (16, 1), (18, 3), (20, 2), (21, 5), (23, 1), (24, 3), (25, 1), (28, 2), (33, 1), (35, 1), (36, 2), (37, 2)], 5: [(2, 1), (4, 2), (5, 1), (6, 1), (9, 1), (10, 1), (12, 1), (17, 4), (21, 4), (25, 3), (26, 3), (27, 1), (28, 1), (30, 3), (32, 1), (33, 1)], 6: [(2, 4), (11, 2), (14, 3), (15, 1), (17, 1), (19, 2), (21, 1), (22, 5), (24, 2), (28, 1), (29, 5), (30, 5)], 7: [(1, 3), (3, 1), (5, 1), (6, 3), (7, 1), (8, 3), (10, 5), (11, 1), (13, 1), (14, 2), (15, 1), (16, 1), (17, 3), (18, 2), (22, 1), (28, 1), (30, 2), (31, 1), (33, 5), (35, 3), (36, 4)]})",Hufflepuff,"defaultdict(<class 'list'>, {1: [(5, 5), (7, 7), (13, 4), (17, 2)], 2: [(5, 1), (6, 1), (8, 1), (9, 2), (10, 1), (11, 1), (13, 1), (14, 2), (18, 1)], 3: [(5, 1), (9, 9), (10, 1), (13, 2), (15, 1)], 4: [(6, 1), (7, 1), (12, 6), (13, 1), (15, 2), (16, 3), (17, 2), (18, 3), (20, 1), (22, 1), (23, 1), (28, 1), (31, 1), (37, 2)], 5: [(3, 1), (10, 1), (11, 6), (16, 4), (17, 1), (18, 1), (21, 1), (25, 1), (26, 1), (28, 1), (30, 3), (38, 1)], 6: [(7, 1), (8, 1), (9, 1), (14, 1), (18, 1), (19, 7), (23, 1), (24, 1)], 7: [(5, 1), (26, 2), (29, 1), (31, 1)]})",CommonNoun
94,chess,"defaultdict(<class 'list'>, {1: [(12, 5), (13, 2), (16, 3), (17, 2)], 2: [(11, 1)], 3: [(11, 1)], 4: [(10, 1), (23, 2), (37, 1)], 5: [(24, 1), (31, 1), (38, 1)], 7: [(20, 1)]})",knight,"defaultdict(<class 'list'>, {1: [(12, 1), (16, 6)], 2: [(8, 1), (11, 1)], 3: [(3, 12), (4, 1), (5, 1), (6, 6), (10, 1), (14, 1)], 4: [(9, 1), (31, 1)], 5: [(12, 1), (23, 1), (24, 7), (38, 1)], 6: [(11, 1), (30, 1)], 7: [(5, 1), (31, 1)]})",Mysteries,"defaultdict(<class 'list'>, {3: [(6, 1)], 4: [(7, 1), (30, 1)], 5: [(7, 1), (18, 1), (24, 7), (25, 3), (26, 3), (27, 1), (28, 4), (30, 1), (31, 1), (32, 8), (34, 3), (35, 2), (36, 2), (37, 8), (38, 1)], 6: [(20, 1)], 7: [(11, 1), (13, 1), (31, 1)]})",CommonNoun
95,cave,"defaultdict(<class 'list'>, {4: [(27, 11), (28, 1), (30, 1)], 5: [(20, 5), (38, 1)], 6: [(4, 1), (8, 1), (13, 2), (25, 3), (26, 8)], 7: [(10, 7), (14, 1), (22, 1), (27, 1), (28, 1), (30, 1), (31, 1)]})",locket,"defaultdict(<class 'list'>, {5: [(6, 1)], 6: [(10, 1), (13, 2), (17, 2), (20, 8), (23, 2), (26, 2), (28, 3), (29, 1), (30, 4)], 7: [(2, 3), (6, 2), (7, 1), (10, 22), (11, 2), (12, 3), (13, 7), (14, 8), (15, 6), (17, 2), (19, 19), (20, 1), (27, 2), (30, 2), (31, 1), (36, 1)]})",badger,"defaultdict(<class 'list'>, {1: [(3, 1)], 2: [(11, 1)], 4: [(15, 2), (37, 1)], 5: [(31, 2)], 6: [(20, 1)], 7: [(26, 1), (29, 1)]})",CommonNoun/ProperName
96,dog,"defaultdict(<class 'list'>, {1: [(1, 1), (3, 1), (5, 2), (9, 4), (10, 3), (11, 4), (12, 1), (13, 1), (14, 1), (15, 1), (16, 2), (17, 1)], 2: [(1, 1), (13, 1), (14, 1), (15, 1)], 3: [(2, 2), (3, 1), (4, 2), (6, 5), (8, 1), (9, 3), (15, 3), (17, 12), (19, 7), (20, 3), (21, 2)], 4: [(1, 1), (19, 2), (20, 3), (23, 1), (27, 4), (35, 2), (36, 7)], 5: [(10, 9), (12, 1), (14, 1), (16, 1), (20, 2), (24, 1), (28, 1), (31, 1), (37, 1)], 6: [(5, 1), (9, 1), (28, 2)], 7: [(26, 1), (31, 1)]})",flute,"defaultdict(<class 'list'>, {1: [(12, 1), (16, 5)]})",Life,"defaultdict(<class 'list'>, {1: [(1, 2), (2, 2), (3, 5), (4, 2), (5, 3), (6, 2), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 1), (15, 5), (16, 1), (17, 8)], 2: [(2, 2), (4, 4), (5, 1), (9, 1), (10, 4), (11, 2), (12, 1), (16, 2), (17, 2), (18, 1)], 3: [(1, 2), (2, 5), (3, 2), (4, 4), (5, 1), (9, 3), (10, 3), (11, 1), (12, 2), (13, 1), (14, 3), (17, 1), (18, 4), (19, 2), (21, 4), (22, 4)], 4: [(1, 1), (2, 4), (3, 1), (5, 2), (7, 4), (9, 1), (11, 1), (12, 1), (13, 2), (14, 2), (15, 2), (19, 4), (21, 3), (22, 2), (23, 1), (24, 1), (26, 3), (27, 5), (28, 2), (29, 1), (30, 2), (31, 2), (32, 1), (33, 2), (34, 7), (35, 2), (36, 2), (37, 1)], 5: [(1, 2), (2, 5), (4, 4), (5, 1), (6, 1), (7, 2), (8, 3), (9, 1), (10, 2), (11, 2), (13, 2), (14, 1), (18, 1), (19, 3), (22, 5), (23, 2), (24, 2), (25, 5), (27, 2), (30, 1), (31, 1), (32, 1), (33, 1), (35, 1), (36, 5), (37, 1), (38, 3)], 6: [(1, 1), (2, 1), (4, 5), (5, 1), (8, 1), (9, 2), (10, 3), (12, 1), (13, 1), (14, 3), (15, 1), (16, 2), (17, 3), (20, 3), (22, 2), (23, 5), (24, 3), (25, 2), (29, 1), (30, 2)], 7: [(1, 2), (2, 7), (3, 2), (4, 4), (5, 2), (8, 4), (9, 1), (13, 1), (15, 3), (16, 1), (17, 4), (18, 7), (19, 6), (20, 2), (21, 4), (22, 3), (23, 1), (24, 1), (25, 2), (26, 2), (28, 1), (30, 2), (31, 3), (32, 2), (33, 2), (34, 6), (35, 3), (36, 5)]})",CommonNoun
